Year,oshpd_id,FACILITY_NAME,COUNTY_NAME,Type_Of_Control,ED_Level,Source,Principal Diagnosis Group,Count
2014,106190280,ENCINO HOSPITAL MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Skin Disorders,59
2014,106190280,ENCINO HOSPITAL MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Symptoms,75
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,All Pregnancies,643
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,Blood/Blood-forming Organs,71
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,Circulatory,386
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,Congenital Anomalies (Birth Defects),12
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,Digestive,1304
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,Endocrine/Metabolism,303
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,Genitourinary,1209
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,Infections,480
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,Injuries/Drugs/Complications,4578
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,Musculoskeletal,1320
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,Neoplasms,57
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,Nervous & Sensory Systems,1145
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,Other Reasons for Health Services,763
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,Perinatal Disorders,39
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,Psychoses & Neurosis,659
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,Respitory,2461
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,Skin Disorders,963
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,Symptoms,5786
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,All Pregnancies,61
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Blood/Blood-forming Organs,71
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Circulatory,573
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Digestive,756
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Endocrine/Metabolism,188
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Genitourinary,223
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Infections,407
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Injuries/Drugs/Complications,338
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Musculoskeletal,82
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Neoplasms,115
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Nervous & Sensory Systems,87
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Other Reasons for Health Services,1
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Psychoses & Neurosis,27
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Respitory,386
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Skin Disorders,81
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Symptoms,309
2014,106190298,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Congenital Anomalies (Birth Defects),1
2014,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Visit,All Pregnancies,705
2014,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Visit,Blood/Blood-forming Organs,78
2014,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Visit,Circulatory,477
2014,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Visit,Digestive,983
2014,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Visit,Endocrine/Metabolism,249
2014,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Visit,Genitourinary,1306
2014,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Visit,Infections,344
2014,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Visit,Injuries/Drugs/Complications,4066
2014,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Visit,Musculoskeletal,1070
2014,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Visit,Neoplasms,42
2014,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Visit,Nervous & Sensory Systems,1012
2014,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Visit,Other Reasons for Health Services,379
2014,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Visit,Perinatal Disorders,82
2014,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Visit,Psychoses & Neurosis,583
2014,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Visit,Respitory,2283
2014,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Visit,Skin Disorders,764
2014,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Visit,Symptoms,5154
2014,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Admit,All Pregnancies,95
2014,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Admit,Blood/Blood-forming Organs,155
2014,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Admit,Circulatory,1419
2014,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Admit,Digestive,957
2014,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Admit,Endocrine/Metabolism,292
2014,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Admit,Genitourinary,385
2014,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Admit,Infections,525
2014,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Admit,Injuries/Drugs/Complications,336
2014,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Admit,Musculoskeletal,96
2014,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Admit,Neoplasms,265
2014,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Admit,Nervous & Sensory Systems,124
2014,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Admit,Other Reasons for Health Services,1
2014,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Admit,Psychoses & Neurosis,41
2014,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Admit,Respitory,677
2014,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Admit,Skin Disorders,102
2014,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Admit,Symptoms,500
2014,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Admit,Congenital Anomalies (Birth Defects),4
2014,106190315,GARFIELD MEDICAL CENTER,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Admit,Perinatal Disorders,17
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,All Pregnancies,805
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,Blood/Blood-forming Organs,110
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,Circulatory,845
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,Congenital Anomalies (Birth Defects),10
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,Digestive,1887
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,Endocrine/Metabolism,366
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,Genitourinary,2058
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,Infections,847
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,Injuries/Drugs/Complications,7371
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,Musculoskeletal,2413
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,Neoplasms,62
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,Nervous & Sensory Systems,1592
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,Other Reasons for Health Services,902
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,Perinatal Disorders,43
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,Psychoses & Neurosis,1383
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,Respitory,3292
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,Skin Disorders,1467
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Visit,Symptoms,7987
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,All Pregnancies,186
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Blood/Blood-forming Organs,225
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Circulatory,2382
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Digestive,1448
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Endocrine/Metabolism,526
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Genitourinary,773
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Infections,1052
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Injuries/Drugs/Complications,924
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Musculoskeletal,426
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Neoplasms,356
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Nervous & Sensory Systems,360
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Other Reasons for Health Services,44
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Psychoses & Neurosis,2195
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Respitory,1119
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Skin Disorders,264
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Symptoms,1200
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Births,1
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Congenital Anomalies (Birth Defects),2
2014,106190323,GLENDALE ADVENTIST MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,Emergency - Basic,ED Admit,Perinatal Disorders,6
2014,106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Visit,All Pregnancies,78
2014,106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Visit,Blood/Blood-forming Organs,11
2014,106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Visit,Circulatory,40
2014,106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Visit,Congenital Anomalies (Birth Defects),1
2014,106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Visit,Digestive,198
2014,106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Visit,Endocrine/Metabolism,52
2014,106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Visit,Genitourinary,196
2014,106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Visit,Infections,158
2014,106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Visit,Injuries/Drugs/Complications,702
2014,106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Visit,Musculoskeletal,216
2014,106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Visit,Neoplasms,1
2014,106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Visit,Nervous & Sensory Systems,236
2014,106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Visit,Other Reasons for Health Services,81
2014,106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Visit,Psychoses & Neurosis,235
2014,106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Visit,Respitory,403
2014,106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Visit,Skin Disorders,150
2014,106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Visit,Symptoms,472
2014,106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Admit,All Pregnancies,14
2014,106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Admit,Blood/Blood-forming Organs,15
2014,106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Admit,Circulatory,95
2014,106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Admit,Digestive,108
2014,106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Admit,Endocrine/Metabolism,67
2014,106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Admit,Genitourinary,78
2014,106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Admit,Infections,73
2014,106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Admit,Injuries/Drugs/Complications,39
2014,106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Admit,Musculoskeletal,22
2014,106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Admit,Neoplasms,13
2014,106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Admit,Nervous & Sensory Systems,32
2014,106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Admit,Other Reasons for Health Services,8
2014,106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Admit,Psychoses & Neurosis,470
2014,106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Admit,Respitory,201
2014,106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Admit,Skin Disorders,51
2014,106190328,GLENDORA COMMUNITY HOSPITAL,LOS ANGELES,Investor - Partnership,Emergency - Basic,ED Admit,Symptoms,59
2014,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,Emergency - Basic,ED Visit,All Pregnancies,435
2014,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Blood/Blood-forming Organs,34
2014,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Circulatory,202
2014,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Congenital Anomalies (Birth Defects),2
2014,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Digestive,974
2014,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Endocrine/Metabolism,248
2014,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Genitourinary,845
2014,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Infections,337
2014,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Injuries/Drugs/Complications,2981
2014,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Musculoskeletal,1167
2014,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Neoplasms,8
2014,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Nervous & Sensory Systems,1124
2014,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Other Reasons for Health Services,709
2014,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Perinatal Disorders,8
2014,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Psychoses & Neurosis,754
2014,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Respitory,1788
2014,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Skin Disorders,513
2014,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,Emergency - Basic,ED Visit,Symptoms,3218
2014,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,Emergency - Basic,ED Admit,All Pregnancies,83
2014,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Blood/Blood-forming Organs,35
2014,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Circulatory,217
2014,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Digestive,458
2014,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Endocrine/Metabolism,134
2014,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Genitourinary,150
2014,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Infections,244
2014,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Injuries/Drugs/Complications,65
2014,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Musculoskeletal,31
2014,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Neoplasms,21
2014,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Nervous & Sensory Systems,44
2014,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Psychoses & Neurosis,15
2014,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Respitory,324
2014,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Skin Disorders,88
2014,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Symptoms,407
2014,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,Emergency - Basic,ED Admit,Perinatal Disorders,3
